Label_Emosi,Teks_Komentar
Disgust,jangan d maafin bro
Disgust,"eweh kata maaf,..."
Disgust,segera menyerahkan diri saja ke kantor polisi
Disgust,nasi udh jdi Bubur bng
Disgust,"dan tidak ada maaf bagimu,Sunda sudah terluka"
Disgust,lanjut. hukum
Disgust,moal bisa di hampura
Neutral,ahhh
Anger,"iyaa aku maafin , tapi gatau kalo ketemu dijalan🤏🖐🤣"
Disgust,tidak menerima klarifikasi dalam bentuk apa pun !!!
Disgust,ngaran we muhamad
Disgust,akhirx minta maaf juga
Disgust,hooh ges dihampura ku akang tp Kade Batur mah tanda wuru ngahampura nya cuu😁
Disgust,minta maaf aj ga cukup
Disgust,hukum harus tetap berjalan
Neutral,😁
Sadness,Luka pasti akan tetap berbekas
Disgust,hukum adatt gabisaa d maafkan
Disgust,😂😂😂
Disgust,kasian deluhh menta maap yhh😭😭😭😭
Disgust,tolong jangn di MP kan
Disgust,kami orang Sunda tak trima ga cukup dngn kata maaf
Disgust,semangat menempuh hidup baru didunia lain💪💪💪💪
Disgust,we curhat...
Disgust,"tidak tidak tidak, telat!"
Disgust,Ga ada maaf
Disgust,"kumha sia we ah ,,🤣"
Disgust,tidak ada kata maaf
Disgust,proses terus sampe akarnya...
Disgust,lanjutkan proses hukum
Disgust,teu narima aing mah ukur klarifikasi doang mah
Anger,paehan bisi ngalobaan
Disgust,sy asli orang Sunda jampang gak ikhlas kalau damai pokonya sy mau lanjut proses hukum titik
Disgust,katanya nntangin 29 jt orang
Anger,para petarung jalur langit sini kumpul.. ada saembara nih 🤣
Disgust,lol
Disgust,"hampura iye mah gs kaliwat Bates, jadi te bisa di maafkeun."
Disgust,#tolakKlarifikasi
Disgust,"Alhamdulillah tos sadar, Ai kamari kamana wae"
Anger,pretttttt
Disgust,ya karna udah ke pentok bos
Fear,"Aing urang Sunda
Proses secara hukum
karena ucapnya mengandung sara
yang bisa menyebabkan perang antar suku,proses secara hukum !!!"
Disgust,🤣🤣🤣🤣
Anger,preeettt😳
Disgust,males komentar
Disgust,mkanya kl ngomong dipikir dulu bang
Disgust,Pengen ketawa aja aku mah 🤣😂
Neutral,trus knpa di video in ya
Anger,Hay ayo aku tunggu di bandung
Disgust,hukum ttap berjalan
Disgust,km ngmgy sadar ya . jdi sya pribdi org sunda ga terima . harus tetap diproses hukum
Disgust,Udah lah ga ada klarifikasi intinya kata dah terucap dan hukum harus di tegakan bila perlu orang sunda yg menghukumnya ...
Anger,halal getih orang Jampang Jang sia👉✊
Disgust,"permohonan maaf di terima tpi proses hukum berlanjut utk memberi efek jera. utk org sunda, mari kita kawal mslah ini"
Disgust,"tangkap saja,buat jadiin pelajaran bagi yang lain..."
Disgust,sampai kapan pun sya gk terima .
Anger,preeeeet
Disgust,"lagu lama, ngak laku klu ditrapkan kanan sekarang, lebih baik menyerahkan diri aja di kepolisian dan proses hukum"
Anger,aimg anak jampang yeuh..hayang nga saan rujak beling soa teh monyet
Disgust,sha NU maot?
Neutral,@paces si bob orank tasik [ステッカー]
Anger,CIDUHAAANN BARUDAKKK🤣 sieunan gening euyyy @NISᴹᵛᴿ𖤍 @J911 @່Ezzy. @14NNN
Disgust,"cape cape baca teks, moal matak di hampura ieuhh 😠"
Disgust,"makanya mang .benci pada suporter boleh .
tapii maap tarik ucapan nya atas menghina nya suku kamiii"
Disgust,😂😂😂😂😂😂😂😂😂😂😂
Disgust,"hampura iye mah gs kaliwat Bates, jadi te bisa di maafkeun."
Disgust,gandeng ach telatt
Anger,proses hukum masih berlanjut bang 😡😡
Disgust,"makanya jngn bawa "",suku"
Disgust,proses hukum
Neutral,sudah terlajur hukum
Disgust,ngomong naon dia
Disgust,Criiitt😆
Anger,Teunggeulan barudak....!😂
Disgust,ko sekarang lemes banget bang 😁
Disgust,teu narima aing mah
Sadness,sungguh kejam kata kata mu
Disgust,"ini kan yg kamu mau
viral 😂"
Anger,saya selaku orang Sunda sangat tersinggung😡
Anger,bukan nyinggung tapi menghina
Disgust,reuneuhan hela munding karak di hampura
Disgust,"nahhh
makanya
di atas langit tu
masih ada langit"
Anger,pret ah
Disgust,kumaha maneh we ah lieur ari geus kieu kakara klarifikasi. heran
Disgust,"kalau dia sempat main ke lampung,kasih kabar ya"
Disgust,Allah memang Maha Pemaaf tapi sayang nya aing lain Allah!
Disgust,maaf saya tidak bisa memaafkan anda !!
Disgust,lu orang mana lu😳😳😳😳😳😳😳
Neutral,[ステッカー]
Anger,gulung Baruk ulah diantepkn wae..
Disgust,tumben
Disgust,gampang sekali minta maaf setelah itu dia tertawa
Disgust,enak nya bilang ma'af....lucu kali canda'an mu..🤣🤣🤣🤣
Neutral,😁
Disgust,emang d denge. moal
Disgust,tuh kan ahkirnya bakaln begitu juga😂
Neutral,daya juga mau pk ustadz
Disgust,"ma, af di trima. hukum harus tetap di tegakan. kalo masalah ini selesai dg cara minta ma, af saja. maka tida ada efek jera buat siapapun"
Anger,tulongong balas
Neutral,🥰🥰🥰
Disgust,telat telat telat euy...😌
Disgust,jangan di maafin nanti kebiasaan
Disgust,ges d penjarakeun
Disgust,😂😂😂😂
Disgust,maaf .... 😂😂😂😂
Disgust,".alahh hukum aja dya,,"
Disgust,segampang itu kah
Anger,CIDUHAAANN BARUDAKKK🤣 sieunan gening euyyy @NISᴹᵛᴿ𖤍 @J911 @່Ezzy. @14NNN
Anger,preeet
Disgust,Tiada maaf bagimu...terlalu Sakiiit hati ini sebagai orang sunda
Disgust,😂
Disgust,tk cukup mtk maaf.hrs beri pelajaran
Disgust,minta maaf ya boleh aja tapi hukum harus tetap jalan biar bicara tidak sembarangan
Anger,"percuma bung klarifikasi, karena saudara kita yang dari suku Sunda telah murkah 😡😡"
Disgust,Nasi sdh menjadi bubur.
Disgust,knp km minta maaf tp km waktu ngomong lantang banget
Anger,saya orang Madura walau PO un bukan orang Sunda ati ketemu saya
Disgust,gak mau maafin
Disgust,"pasti di maapken ku orang Sunda mah, TPI Mun urang Sunda caricing wae, TDK memproses, asa kacida teuing...."
Disgust,tangkap biar jera p polisi
Neutral,k
Disgust,"nya teu jauh ujung,, na klaripiksi kamari mani gagah"
Disgust,takut ya😁😁😁
Neutral,"pak sukarno gak gampang nyatuin negara yg beragam suku kayak indonesia ini .
bijak lah dalam berpikir ,
di hina tidak tumbang .
di puji tidak terbang .
ngapain bro ngurusin hal yg bersifat adu domba hal lain banyak yg lebih penting .
kita pun punya agama kan ,mayoritas islam kan .
sekarang saya tanya ,nabi muhammad saw ,saat penyebarkan agama islam pernah di lempari batu ,dihina di caci ,di ludahi apakah beliau punya prinsip membalas .
bijaklah dalam berpikir .
beragamalah dalam bernegara ,bersukulah dalam agama .
gak ada yg lebih unggul dari suku manapun .
dulu kita gak bakal merdeka kalo kita gak bersatu ,dan kita di jajah karna kita terpecah belah ."
Disgust,ayam sayur ternyata
Disgust,sia lain dulur urang
Disgust,boleh bagi siapa saja yg bersalah itu mintak maaf.tp.hukum harus berlanjut.kwn
Disgust,kok lemes sekarang
Disgust,"terlanjur sakit hati sebagai orang Sunda, sampai air mata darah pun ttp harus di proses"
Disgust,heleh
Disgust,maneh kalah curcor jang...lucu maneh🤣🤣🤣🤣
Disgust,uu jelas hukuman untuk rasis
Disgust,😂😂😂tetap proses
Neutral,😳😳😳
Disgust,"bosen lah nu kie ujung2 namah mnta maaf,,,.."
Disgust,bchotny 11 12 sm kek.adiknya
Disgust,katanya jagoan
Disgust,Saya sebagai orng Sunda tidak puas klau cuman sekedar minta maaf
Neutral,😁
Disgust,proses secara hukum
Anger,preet
Anger,"bos itu bukan kecelakaan, klu kecelakaan hanya sekali ycap, ini unsur kesengajaan krn ucapany berulang"""
Anger,"cungur lah, proses"
Disgust,proses hukum tetap berjalan
Disgust,Jangan mudah memaafkan jln kan hukum
Disgust,segampang itu
Disgust,ngomong apa si lu kaya org bener 😅
Disgust,🤣🤣🤣🤣🤣🤣
Disgust,proses
Disgust,"muka udah koyol gtu, kalo babak belur tambah koyol lgi😅"
Disgust,teu hayang ngahampura nage
Disgust,aq yg orang sunda merasa tersinggung jg marah gk terima 😡
Disgust,"minta maaf, karna takut."
Disgust,hahahhaaaa 😂😂😂😂 ngape lhoo
Disgust,geus tong ngomong gandeng lah...
Disgust,hukum tetap harus berlanjut....maaf maaf aja...tp klo hukum harus tetap berjalan
Disgust,"tradisi masyarakat Konoha, lakukan perbuatan tercelah habis itu minta maaf"
Disgust,"saya bukan sunda, tapi saya TDK terima kalau dikit2 minta maaf , setiap perbuatan dan perilaku harus ada pertanggungjawaban. supaya kedepannya suku mana pun di Indonesia tetap saling menghargai."
Neutral,anu ngomong
Disgust,"tebak suku Resbob
😌😌"
Disgust,tapi aink tidak terima bang sebagai org sunda.
Disgust,"klarifikasi:10%
alasannya:90%"
Disgust,tetep proses hukum.aing urang sunda merasa emosi ...
Disgust,harus tetap diproses
Disgust,moal baleg
Disgust,Tiada maaf bagi mu...
Disgust,muakkkk
Disgust,😁😁😁😁😁😁
Disgust,"hukum jalan terus,tdk segampang itu minta maaf!!!"
Disgust,Proses hukum harus tetap di terapkan
Anger,sampe pindah alam hayo sunda
Disgust,😂😂😂😂😂😂😂😂😂😂😂
Disgust,"Proses hukum harus tetap berjalan ... biar ada efek jera, tdk cukup dgn ucapan permohonan maaf dan dgn materai saja 😏 😬..."
Disgust,nahhh eta mikirrrrr polongo
Disgust,horreeeeaaaam...ng denge na ge...aing orang SUNDA !!! kalahka curhattt.....lalierrrrrr 😜😜
Anger,ngapain klarifikasi anjir
Disgust,😏
Disgust,hukum harus ditegaskan jgn dikit2 menghina terus minta maaf....
Disgust,Tida ada kata maaf
Disgust,"mangkana mun ngomong teh ulah padu wae mang mikir heula kana dampakna,kan aya pepatah bilang cena ge"" mulutmu harmaumu"" ngarti teu eta aetina"
Disgust,alfatiha😂
Disgust,"hallah,kau takut y.... untk siapa pun ,jgn kau tiru ini ye....."
Disgust,tuhan memang pemaaf tapi maaf kita bukan tuhan
Neutral,saya orang gorontalo dukung orang sunda 💪
Disgust,tong di hampura lah emang cukup minta maap beri pelajaran dulu
Neutral,"bagus tapi jadikan ini pelajaran, karna lidah itu lbh tajam dari pedang hati"" bisa terkena diri sendiri"
Disgust,tetap feroses
Disgust,@darikontakanda Sakirana
Disgust,proses hukum harus tetap berjalan
Disgust,😂😂😂
Disgust,saya ga mau maafin klo dia belum proses hukum
Neutral,iya BG udh gw maafin santai
Disgust,emang ada orang Sunda sudara dia ?????
Disgust,terlalu kalau di maafin mah
Disgust,"orang Sunda di usik ,sma sajah luh banguni macan tidur,"
Disgust,yg pertama diucapkan itu adalah yg jujur jadi g usah klarifikasi...
Neutral,"Wal Mabbatu Syi'aruna
Pasti Faham"
Disgust,"eah.. dusta.
proses sja"
Disgust,😂😂😂
Disgust,ma'af karna bnyak yg hujat
Disgust,"Kan NT Jagoan Lin, Sok Bawa Jeung Hate na."
Neutral,oh
Neutral,terlambat sudah
Disgust,bubur gak mungkin jadi nasi
Disgust,😂😂
Neutral,satu kata buat si resbob
Disgust,pasti sedang make waktu itu
Neutral,jawa VS sunda
Disgust,Lediglah !
Disgust,"ke enakan klo setiap kesalahan apalagi bawa suku d maaf kan,,,, proses aja sampai tuntas"
Disgust,"ini di tiktok..
d ml rasis buat barat juga parah😂😂😂"
Disgust,🤣
Disgust,berani berbuat harus berani bertanggung jawab boss
Sadness,urang Sunda urang te ngenah di ledek karna suku Sunda suku urang
Disgust,konoha
Disgust,embung ah harus kena jalur hukum
Neutral,😆
Disgust,duut ahj
Disgust,tidak ada maaf bagimu
Anger,onceeee
Disgust,leleus euyyy
Disgust,harus di proses hukum
Disgust,aiiii maneh
Disgust,tong di hampura dak
Disgust,teu hayang ngadenge pokona proses hukum terus dilanjut.....
Disgust,"Abi urang Sunda te ngahampura,jalur hukum hrs berjalan"
Disgust,jangan di kasih maap 🙏
Disgust,tetap proses.....
Disgust,"udah ada yg laporin ke polda belom, mun belum aing rek ka polda metro,,, kan polisi mah kudu aya nu lapor,,, mun teu lapor mah moal diwaro..."
Disgust,HAHAHA
Disgust,"ttp proses hukum,,"
Neutral,te di maapkeun ku ngaing mah.
Disgust,biasanya ujung ujungnya minta maap
Disgust,🤭🤭🤭😁😁😁😅😅😂😂😂 LG SM temen ngmng y brani bngt LG ada tmen klo LG sendiri Kya kucing keceburrrr😆😆😆😆😆
Neutral,Tyler Robinson
Neutral,😌
Disgust,"ntos kitu bae mang...?
🤭"
Neutral,aing asli orang sunda.aing asli orang Rangkas Bitung Banten.
Disgust,wasuk lah
Disgust,tiada maaf bagimu 😂
Disgust,sklurga sma aja
Anger,Ciduhan ge palid😡
Disgust,🤣🤣🤣
Disgust,tiada maaf bagimu 😂
Disgust,nyarios naon cenah .
Neutral,🌒
Disgust,😂😂😂 Takut !! 🤣🤣🤣
Disgust,penjarakeun🔥
Neutral,MARILAH KITA SALING MEMAAFKAN. KITA PUNYA SURI TAULADAN YANG BEGITU PEMAAF BELIAU NABI MUHAMMAD SAW. BUKTIKAN KITA UMAT ISLAM YANG RAHMATALLIL 'ALAMIIN
Disgust,"terus klw gk kluar dr mulut,kluar dari kuping ya bang😄😄"
Neutral,emang omongannya apa?
Disgust,ngomong naon dia mending gelut jeung aing dek ngadu naon dia
Disgust,😂😂😂😂😂
Disgust,"buat yang bilang sunda baperan, kalau meme dan isi kontennya lucu sih gak masalah, yang jadi masalah adalah dia bicaranya serius dan bukan konten lucu"
Disgust,"masih nyeri hate, teu cukup ku klarifikasi 👊👊"
Disgust,"aing terima maaf tapi tetap, jalur hukum"
Disgust,Ujung ujungnya begini.. Pasti aja
Anger,loe ya bener bener 😡
Disgust,ker urang mh moal narima.soal na urag ge urang sunda
Disgust,Proses hukum harus tetap di terapkan
Anger,NU gelo
Disgust,makanya sebelum menyesal pikir dulu
Neutral,kudu aya perwakilan ddinya na ti urg Sunda. titah salam cium tangan.
Disgust,sieun sia nya
Disgust,harus ada efek jera biar ga ada lagi yg seperti ini
Disgust,proses...bos
Disgust,enak ya salah tinggal klarifikasi 😳
Disgust,ga ada maap hrs sujud DPN bapa aing kang Dedi
Anger,Tiada maaf bagimu😡😡😡
Disgust,makanya ngomong jangan se enaknya.
Disgust,"aku masih ingat kalimat ""kata kata Malam ini"" lalu terjadilah penghinaan"
Disgust,leh kok gak kayak di video awal. garang dalam mobil
Sadness,karungan
Disgust,jangan di maaf kn
Disgust,LAGU LAMA ORG KAYA
Disgust,kan ... kan .. ck aing ge pasti ujung2 na mnta hampura samah 😑
Disgust,🤣🤣🤣🤣🤣🤣🤣🤣
Neutral,"pak sukarno gak gampang nyatuin negara yg beragam suku kayak indonesia ini .
bijak lah dalam berpikir ,
di hina tidak tumbang .
di puji tidak terbang .
ngapain bro ngurusin hal yg bersifat adu domba hal lain banyak yg lebih penting .
kita pun punya agama kan ,mayoritas islam kan .
sekarang saya tanya ,nabi muhammad saw ,saat penyebarkan agama islam pernah di lempari batu ,dihina di caci ,di ludahi apakah beliau punya prinsip membalas .
bijaklah dalam berpikir .
beragamalah dalam bernegara ,bersukulah dalam agama .
gak ada yg lebih unggul dari suku manapun .
dulu kita gak bakal merdeka kalo kita gak bersatu ,dan kita di jajah karna kita terpecah belah ."
Anger,"KLO NGGA SAMPE ORANGE, BAKAL LEBIH BNYAK LGI RESBOB RESBOB LAIN NYA, IYA GA.?? 😏🤔"
Disgust,😝😝😝😝
Disgust,aku nggak maaff
Disgust,😏
Anger,"jangan coba""gw nih ada darah sunda nya"
Anger,jangan cuma di media ayo berdepan
Disgust,tiada maaf
Disgust,harus press ini mah
Disgust,hemmm.bnerkan ujung²nya klarifikasi 🫣
Neutral,akeh tunggale
Disgust,"merokok, mengemudikan mobil apanya yg nggak sadar"
Disgust,"Iya bang di maafin, tp proses hukum tetap berlanjut,,,"
Neutral,Wabil khusus? Khususon ila ruhi🙂‍↔️
Disgust,ga bakalan gue trima ma. af lo....
Neutral,cuma hukumannya minta maaf
Disgust,proses hukum titik
Disgust,iti klarifikasi nya pasti terpaksa
Disgust,proses
Anger,preeeettt...
Neutral,te ka denge
Anger,aing hayang katimu hela
Disgust,tong dihampura barudak ieu mah kelurgana ekting kabeh
Disgust,Aing Sunda teu narima
Anger,kok gak se keras kemarin pas bikin VT
Disgust,gasskeuun
Neutral,maaf anda sdh kami terima dengan iklas
Anger,paehan
Disgust,Maless amat gua maafin
Disgust,"geulas mun geus renghat teu gampang di omean, iwal kudu di daur ulang deui mang.."
Disgust,ngomong opo
Neutral,"Jangan terima klasifikasi, udah jelas dalam video itu !"
Disgust,punya lisan itu harus di jaga mang biar tidak terjadi masalah yang di anggap hal kecil bisa menjadi besar
Disgust,"emangnya dia ngomong apa sih, ki gua ga tau ya?"
Disgust,"lidah memang tak bertulang, tp bukan berarti ga bisa berfikir dl sebelum berbicara"
Disgust,😂🤣😂🤣😂🤣
Disgust,enak banget setiap perkara selseai demgan kata maap.... di terima tapi jalur tidak lanjut perkara harus di preoses
Disgust,Jgn dimaafin... Krn pengucapan secara berulang ulang...
Anger,KLARIFIKASI DOANG?
Anger,Salam olahraga 💪🏻💪🏻
Anger,culiiiiiik
Disgust,mau ceramah apa minta maaf
Disgust,proses trus sampe hukum
Neutral,😅😅😅
Disgust,Proses hukum harus tetap di tegakan
Disgust,lahhh malah curhatt
Disgust,tablo
Neutral,🔥🔥🔥
Anger,preet
Disgust,kita sebagai orang dari etnis Sunda maaf yg menghina Respon. tapi tetap harus di proses secara hukum
Disgust,cakeme kdong wes gedigi maap maap
Anger,😡😡😡😡😡
Disgust,mantak pikir hla samemeh nyacapek na
Disgust,Gandenglah manehh
Disgust,jelasin dong motivenya
Disgust,cuma maaf sama klarifikasi doang?
Disgust,di proses hukum buat pelajaran
Disgust,mana oge sungut teh d jg atuh ey
Disgust,fix pengalihan isu ijazah Jokowi. dia orang Jawa sama kayak Jokowi
Disgust,proses hukum ujaran kebencian
Anger,nempo jelema iyeu posisi dimana???
Anger,ULAH DITARIMA.. SUNDA PRIDE.. NKRI HARGA MATI..!! SUNDA HARGA DIRI..!!!!
Disgust,kawal proses hukumnya...
Disgust,jalur hukum bro
Disgust,tiada maaf
Neutral,aminnnn
Disgust,moal bisa rek kl ga besar ge moal d hMpura
Anger,lawak anj
Anger,😡
Disgust,setelah aksi terbitlah klarifikasi🤣🤣
Anger,rundag haaaaa
Disgust,telambat lho......🥺
Disgust,tiada maaf bagimu
Anger,"eweh alesan,buligiran, talian dina tihang di tengah kota,eweh kata maaf."
Disgust,sy atas nama org sunda karawang Rengasdengklok tidak menerima atas ucapan yg menghina
Anger,eweuh dei salain menta hampura kehed
Disgust,km ngmgy sadar ya . jdi sya pribdi org sunda ga terima . harus tetap diproses hukum
Disgust,Masih bersih mukanya 🔥
Disgust,naon guna na aya penjara... lamun anu kiye teu D penajara
Disgust,Sia keur ngomong meni polontong pisan
Disgust,😄😁😄😁😄😁
Disgust,makanx klu ngumung pikir2 dlu brooo
Disgust,udh telat
Neutral,🤣🤣🤣🤣🤣😭😭😭😭😭😭
Disgust,"enak nya hidup d konoha
kalo bikin kesalahan fatal pokok lu punya uang tinggal minta maaf udh kelar"
Neutral,Pedut
Anger,"Alhamdulillah tos sadar, Ai kamari kamana wae"
Disgust,"Sok weh menta maaf mah mangga, ngan proses hukum legally kudu teuteup jalan atuh nya, ""SILAHKAN SAJA MINTA MAAF MAH, TAPI PROSES HUKUM SECARA LEGAL HARUS TETAP BERJALAN YA"" Ingat !! Penyesalan itu datangnyab"
Disgust,Tangkap dulu minimal 3 tahun ....
Disgust,template bgt 😅
Disgust,sieun Ari d kojoran mah ku urang Sunda 🤣🤣🤣🤣
Disgust,tidak ada kata maaf
Disgust,liat aj bng vidio y biarr percaya...
Disgust,tuhan memang pemaaf tapi maaf saya bukan tuhan
Disgust,tidak semudah meminta maaf apa yg d ucapkan hinaan suku sunda....
Disgust,😁😁😁
Disgust,nya cek aing ge mewek😃😃😃😃
Anger,"Gak maau.. gak mauu.. gak bisa..
Cobain dulu rasanya Teluh Jampang ya bang, nama lengkap ada, foto ada.. 😅
giliran begini minta maaf, jangan ada yang maafin. bales aja pake teluh 🤣"
Neutral,@kaylasofiahh
Disgust,maaf diterima proses hukum tetap berjalan
Disgust,HANYA BISA DIMAAFKAN BILA SUDAH DI PENJARAKAN
Disgust,bawa gw zhang Linghe nanti gw maafin🙄
Disgust,"ngomong naon maneh teh?
gandeng ah"
Disgust,tegelan hela eta
Disgust,ulah di hampura dak
Disgust,jalan kan hukum adat👍...
Neutral,seluruh rakyat Sunda sudah memafkan brow dan kasusnya sudah di tutup 😇😇😇
Anger,cintai Patak mu🤣🤣🤣
Disgust,makanya punya mulu d jaga
Anger,Ahhh mprottt…
Disgust,"Enak nih skarang udh jdi BINTANG TAMU d wilayah BARAT, trus nginepnya d hotel prodeo wilayah JABAR...ktemu sama para senior lgi"
Disgust,maksdna naon iyeu teh
Disgust,katanya kata KDM mau di proses hukum
Disgust,mewekk😂😁😂
Disgust,bosen
Neutral,👍👍👍
Disgust,"jgn di maafin, klo gampang di maafin makin banyak org2 kaya gini"
Anger,preeet
Disgust,sebagai orang jawa saya menyarankan untuk dimaafkan namun proses hukum ttp berlanjut agar tidak terulang kembali oleh orang lain... ❤
Disgust,gak ada maaf
Disgust,omongan dijaga bos
Disgust,TIDAK ADA KATA MAAF UNTUK MU...
Disgust,🥱🥱🥱🥱🥱🥱🤔🤔🤔🤔
Neutral,orang mna sia bosss aing orang Sunda
Disgust,tenarima aing mah
Disgust,"Maaf mah gampang tinggal ngomong, tapi proses hukum harus lanjut. Aing Can puas lamun si resmob Can diproses hukum"
Disgust,😂😂😂
Anger,kalah curhat kehed
Disgust,nesel itu terahir
Disgust,boleh dimaafin tp hrs jg dikasih Sangsi yg tegas ( hukuman sesuai adat suku sunda )
Disgust,telat kamu mikir dulu ya kamu
Anger,jabar ko pda diem aja sih si resmob masihbidup
Disgust,"kalo orang mabuk jangankan bawa mobil,buat berdiri ajah susah"
Neutral,"cek urang gek naon ujung""nya HAMPURA😂"
Disgust,ganeng ah si mah
Disgust,"nanaonan atuh ngomong suku Sunda, Kitu"
Disgust,harus diproses😒
Disgust,tiada maaf bagimu
Disgust,Masih bersih mukanya 🔥
Disgust,penciit
Disgust,TIDAK BUTUH KLARIFIKASI...
Disgust,klarifikasi boleh sj tetapi hukum perlu agar tdk semena mena menghina suku sunda
Neutral,jangan di ulangi lagi kesalahan itu kali ini insyaAlloh saya maapkan
Neutral,kaka sama adik sama aja
Disgust,jgn terima maaf ya.gw aja org jakarta ga terima sunda di hina.laki gw org sunda cok
Neutral,kanangan medding
Anger,JANGAN KASIH MAAF
Disgust,say juga Ga te rima
Disgust,PROSES
Disgust,meuni geuleuh
Disgust,moal di maaf ken ges hina suka urng sunda
Disgust,"urang Sunda asli,, teu Terima,, proses hukum harus berlanjut 😡"
Disgust,moal di hampura keun
Disgust,saya Jatim dukung Sunda... ucapan kata maaf belum ckup harus proses hukum.
Disgust,"ahh aing mah te hayang ngahampura sia,"
Disgust,"sudah GK kaget, menurut aku jngn bermain2 dengan kta maaf."
Disgust,ga ada kata maaf buat kamu titik
Disgust,ngomong naon sia😆
Disgust,🤣🤣🤣
Disgust,penjarakan
Disgust,tangkap we
Anger,paehan ah bisi nglobaan
Anger,azu
Neutral,🥰
Disgust,hukum
Disgust,sy ngk terima permaafan anda proses pokok y
Disgust,mangkannya bos....kalau omong di pikir
Disgust,"bru jg tdi blg, nanti nagesss😂😂"
Disgust,proses hukum harus jln
Disgust,"saya suku batak toba,hukum berlaku di Indonesia,buat saudara/i ku suku Sunda, tuntut resbob atas penghinaan kepada suku sunda"
Disgust,aing te narima suku sunda di hina2....ttp proses
Anger,ciduhann
Disgust,haalahhh... basi
Disgust,tangkap
Disgust,"TDK ada kata ma,af buat org yg sudah menghina ras ataw suku.ingat itu jalur hukum yg harus di jalani bukan kata ma,af"
Disgust,mkanya kl ngomong dipikir dulu bang
Sadness,makanya bicara itu harus di jaga pasti semua orang Sunda sakit hati sakit hati itu gaa ada obatnya
Disgust,"tee tetep harus urusan Ama hukum
enak ajah minta maap"
Disgust,"yah elah udah begini aja,saya orang sunda ga ada maap bagi siapapun yg menghina suku sunda."
Neutral,inalilhi wainailaihi rojiun
Disgust,"kata maaf emang gampang ,tapi kalo udah bahas ras/suku Sunda tidak ada kata maaf bungg 🙏"
Disgust,Sharelok bang
Disgust,kawal sampe dia begini
Disgust,lier ih kamu mah nyieun masalah wae
Disgust,tangkap dlu penjarakan baru di maafin....
Disgust,waduk ah
Anger,"belem, barudak🔥"
Disgust,langsung jadi saudara.
Disgust,kenapa sekarang membuat kesalahan segampang itu kamu minta ma'ap
Disgust,nggk peduli resbob nggk peduli
Anger,"tewakk, tetap pidana,."
Anger,gelut jg aing mah ahhh
Disgust,proses.... dah
Disgust,"weuh hampura...
proses hukum..."
Sadness,"Klarifikasi di tolak Mentah2, Nasi sudah Jadi Bubur, Aing Orang banten asli Sunda geus nyeri hate ..."
Sadness,"Marah, kecewa dan sakit hati senantiasa harus berpikir banyak kali ttg Suku, Agama Ras dan Antar Golongan karena kita hidup di negara yang banyak Suku."
Disgust,terrrrrrrrrrrrrrrrrrrrrrrrrrlammmmmmbat bro
Neutral,saya orang betawi..tp saya jg gk suka orang sunda di hina
Anger,aing Viking Yeuh Aing orang Sunda Sia Gs Nyangkut Suku Aing Maung Aing Hudang
Disgust,Moal ngga hampura maneh urang
Disgust,Intinya harus ada efect jera 🧐
Disgust,"brai, masih bisa tidurkah?"
Disgust,Peroses hukum.harus tetap.Berjalan
Disgust,serius masih menit semua?
Sadness,nanges la tu
Neutral,jangan ngina orang apalagi suku
Disgust,apapun alasannya proses hukum harus tetap jalan.
Neutral,makan Nya jaga lisan meskipun saya sunda.kita sama2 orang Indonesia saling menjaga ucapan
Sadness,innalilahi
Disgust,teuing akh sia mh lier.
Anger,paehan bisi ngalobaan
Neutral,saya org indonesia tak pakai suku sukuan
Disgust,proses hukum hrs tetap berlanjut
Disgust,"udah tau ujung*nya,minta maaf,,kesalahan apapun itu,,bosann,,selalu begitu,,,"
Sadness,"inget kanyeri hate mah moal gampang bisa ngamaafken omongan anu ges ngagoet kana hate,
cenah Alloh ge lautan panghampura , piraku moal ngahampura
bae da kuring mah mahluk na teu boga lautan panghampura."
Disgust,"eah.. dusta.
proses sja"
Disgust,penjarakan
Disgust,kok beda sama waktu mengeluarkan umpatannya ...😏
Anger,prett
Disgust,"minimal d teke hla lh.
moal baleg ssateh.t nrima kmi mah."
Neutral,"Bila pedang lukai tubuh masih ada harapan sembuh, bila lidah lukai hati kemana obat hendak dicari."
Disgust,kaya yg ia
Disgust,"Innalillahi wainailaihi rojiun,,akhirnya mati juga ni org,"
Anger,jangan kasih ampun dan jangan di biarkan lolos 😡😡😡😡😡
Disgust,maka nya kalo ngomong tu di jaga
Disgust,🤣
Disgust,mukanya masih halus belum di hias
Disgust,teu bisa kitu wae
Anger,preeeeet
Disgust,proses hukum harus d jalankan..
Disgust,saya orang Sunda asli berdarah banten saya maafkan tapi hukum tetap harus berjalan
Disgust,"moal di hampura
beunget pikasebeleun.."
Disgust,heeeh
Disgust,naon?hampura?teu butuh
Anger,kecelakan mng nya bwa kndaraan
Neutral,😅
Disgust,KAMI TIDAK MENERIMA ALESAN APAPUN KLARIFIKASI APAPUN ITU !!
Anger,orang mna sia bosss aing orang Sunda
Neutral,😆😆😆
Disgust,tolak klarifikasi
Disgust,"mungkin permintaan maaf bisa diterima oleh saudara suku sunda tapi proses hukum harus berjalan agar memberi efek jera terhadap yg bersangkutan serta orang lain, agar berhati hati ketika berbicara"
Disgust,"maaf GK ada kesempatan , tangkap pokoknya titik."
Disgust,teuling
